id,kampong,mukim,district,gender,age,education,q_fbspeed,q_fbqual,q_mbqual,q_fbexpend,q_fbusage,q_limiting
1081,Kg. Bukit Beruang,Mukim Telisai,Tutong,Female,21,Higher National Diploma,52,Good,Very Good,85,290,"I'd really like to get online more often, but it's hard when my internet and phone bill adds up to almost half my monthly paycheck."
1082,Kg. Mata-Mata,Mukim Gadong B,Brunei-Muara,Female,36,O Level,836,Good,Very Good,85,480,"I've had to put off getting online some days just 'cause of that crappy registration fee on top of setting up everything, it's such a hassle."
1083,Kg. Sabun,Mukim Serasa,Brunei-Muara,Female,30,A Level,769,Good,Good,24,120,I have to cut back on my streaming and online shopping habits because our family budget just can't afford those pricey internet plans anymore.
1084,Kg. Beribi,Mukim Gadong B,Brunei-Muara,Female,38,A Level,6,Very Good,Very Poor,85,160,I try to cut back on my browsing time whenever I can just to make sure I don't go over my data limit and incur an extra fee every month.
1085,Kg. Mumong A,Mukim Kuala Belait,Belait,Male,47,O Level,22,Very Good,Good,85,240,I've tried to get a connection on my phone but it's usually dead by nighttime because there are no cell towers around here where I live.
1086,Kg. Panchor Mentiri,Mukim Mentiri,Brunei-Muara,Female,40,O Level,235,Good,Good,85,140,"To be honest, it's hard to stay connected with family and friends on Skype because their subscription fees are just so pricey lately."
1087,STKRJ Mata-Mata Kawasan 2,Mukim Gadong B,Brunei-Muara,Female,61,O Level,199,Excellent,Good,85,240,It's hard to find time to learn new skills when internet plans are costing me over half my monthly paycheck.
1088,Perumahan Negara Rimba Kawasan 1,Mukim Gadong A,Brunei-Muara,Female,46,Higher National Diploma,22,Very Good,Good,85,110,Learning to navigate websites and fix internet issues on my own is really holding me back from enjoying online services.
1089,Kg. Pandan A,Mukim Kuala Belait,Belait,Male,28,Higher National Diploma,34,Good,Poor,85,210,"I avoid upgrading to faster plans because it's hard when you have a lot of devices at home that need internet, but this limit really gets in the way."
1090,Kg. Masin,Mukim Pangkalan Batu,Brunei-Muara,Female,43,Higher National Diploma,33,Poor,Excellent,85,680,I feel ripped off by the service package that doesn't justify nearly twice what I used to pay.
1091,Kg. Beribi,Mukim Gadong B,Brunei-Muara,Male,58,Lower Secondary,33,Fair,Very Good,85,300,"I rarely use my phone while traveling because it's hard when coverage is so spotty most places, which makes me anxious about staying connected."
1092,Kg. Kulapis,Mukim Sengkurong,Brunei-Muara,Female,24,Bachelor Degree,59,Good,Very Good,85,280,I avoid streaming my favorite shows on weekends because they're always buffering by Monday morning.
1093,Kg. Menglait,Mukim Gadong B,Brunei-Muara,Female,45,Primary School,32,Good,Good,24,100,It's really frustrating when I have to cut back on browsing just to afford those expensive monthly internet fees.
1094,Kg. Mata-Mata,Mukim Gadong B,Brunei-Muara,Female,42,Master Degree,58,Good,Fair,85,250,I actually live in a rural area and have too much free time at home when there's no Wi-Fi.
1095,Perumahan Negara Lambak Kanan Kawasan 2,Mukim Berakas B,Brunei-Muara,Male,27,National Certificate,48,Good,Excellent,85,180,"I'm lucky enough to get work internet at my office so I don't really need it at home, which is kinda a blessing and a curse since I don't want to spend that much on a service I could easily cancel if I needed to."
1096,Kg. Pandan A,Mukim Kuala Belait,Belait,Male,30,Higher National Diploma,79,Fair,Fair,85,110,I hate paying what feels like two phone bills every month for this slow internet connection.
1097,Kawasan Jabatan-Jabatan Dan Perumahan Kerajaan,Mukim Berakas A,Brunei-Muara,Male,44,Lower Secondary,54,Fair,Poor,85,180,It's frustrating when we're on call for work and can't stream videos due to buffering all the time because our internet keeps dropping.
1098,Kg. Burong Pingai Berakas,Mukim Berakas A,Brunei-Muara,Male,43,Primary School,30,Fair,Very Good,43,360,"I hardly use online services because every time you hear about another scam, it makes me think I'll be next."
1099,Kg. Panaga,Mukim Seria,Belait,Female,49,Bachelor Degree,774,Fair,Good,85,160,I find it frustrating when I stumble upon a new website or social media platform because I don't know how to use it properly around here.
1100,STKRJ Tungku Kawasan 1,Mukim Gadong A,Brunei-Muara,Female,38,Bachelor Degree,194,Very Good,Poor,85,130,It's super frustrating when I want to watch a show or video and it's not even possible because they're just not broadcasting here.
1101,Kg. Sungai Besar,Mukim Kota Batu,Brunei-Muara,Male,50,Lower Secondary,847,Excellent,Good,85,160,Data uploads take forever here because my family's stuck on 10gb a month which is way too little for our whole household.
1102,Perumahan Negara Lambak Kanan Kawasan 4,Mukim Berakas B,Brunei-Muara,Male,57,Master Degree,174,Poor,Fair,43,90,I rarely subscribe to new services because the one-time registration plus monthly fee just seems overwhelming for what I normally get.
1103,STKRJ Mata-Mata Kawasan 2,Mukim Gadong B,Brunei-Muara,Female,40,Lower Secondary,21,Fair,Very Good,85,300,It's hard for me to keep up with all the latest streaming services and apps on my old device because it only supports a few of them.
1104,Kg. Dato Gandi,Mukim Kota Batu,Brunei-Muara,Male,33,Lower Secondary,182,Fair,Good,85,230,I rarely stream videos or upload large files because I'm afraid of going over my data allowance and getting hit with an extra bill every month.
1105,Perumahan Negara Lambak Kanan Kawasan 3,Mukim Berakas B,Brunei-Muara,Male,37,Bachelor Degree,224,Very Good,Good,43,110,"I hardly ever stream videos or music because my limited data plan usually runs out by mid-month, leaving me with no service for the rest of the week."
1106,Kg. Manggis,Mukim Berakas B,Brunei-Muara,Male,52,Bachelor Degree,36,Good,Very Good,85,300,It's hard to buy what I need online right now without taking out a second mortgage because of all the costs involved in one-time registration and getting everything set up.
1107,Kg. Sungai Paku,Mukim Telisai,Tutong,Male,22,O Level,55,Poor,Good,85,130,"I've had to cancel my subscription like three times already this year, it's just not worth the hassle to keep paying for something that doesn't work for me."
1108,Kg. Manggis,Mukim Berakas B,Brunei-Muara,Male,42,Bachelor Degree,59,Very Good,Poor,85,320,I rarely stream or video call because the connection always drops on me.
1109,Kg. Sungai Akar,Mukim Berakas B,Brunei-Muara,Male,21,Bachelor Degree,55,Good,Very Good,43,90,It's really not an issue when I visit friends with reliable Wi-Fi instead.
1110,Kg. Tanah Jambu,Mukim Mentiri,Brunei-Muara,Male,37,Higher National Diploma,12,Very Good,Fair,42,190,It's frustrating for me to rely on internet just for basic necessities like online banking because I'm getting dropped calls and slow loads all across town.
1111,Kg. Pandan A,Mukim Kuala Belait,Belait,Female,42,Higher National Diploma,846,Very Good,Good,84,350,It's hard for me to use public Wi-Fi because anyone can see what I'm doing once they figure out how to set up that one-time registration thing.
1112,Kg. Kupang,Mukim Keriam,Tutong,Male,41,O Level,20,Good,Very Good,84,270,It's just as convenient for me to use my phone at friends' houses or coffee shops when I don't have Wi-Fi at home.
1113,Kg. Jangsak,Mukim Kilanas,Brunei-Muara,Female,20,Higher National Diploma,203,Very Good,Poor,24,80,I struggle to do more than just browse social media because it's hard for me to learn how to use all these new gadgets and find online resources on my own.
1114,Kg. Bolkiah B,Mukim Sungai Kebun,Brunei-Muara,Female,30,Higher National Diploma,171,Good,Fair,84,110,I don't use the internet as much when I'm still trying to figure out how to work my existing gadgets online.
1115,Kg. Kapok,Mukim Serasa,Brunei-Muara,Female,41,Bachelor Degree,100,Fair,Very Good,84,190,It's super frustrating when I have too many photos and videos to upload at once because my internet can only handle it for another 5 minutes.
1116,Kg. Panchor Mentiri,Mukim Mentiri,Brunei-Muara,Female,60,O Level,61,Fair,Good,84,260,"I wish there were ways to get internet without having to spend a ton of money upfront, it's just out of reach for me right now."
1117,Kg. Kandang,Mukim Pekan Tutong,Tutong,Female,39,Bachelor Degree,14,Very Good,Very Good,42,130,"My family can't afford our internet bill, so we have to rely on our neighbor's WiFi for school stuff and things."
1118,Kg. Orang Kaya Besar Imas,Mukim Berakas A,Brunei-Muara,Male,61,O Level,739,Poor,Fair,42,210,It's really frustrating when I try to make an urgent call and the guy on the other end can barely hear me because our signal is so weak.
1119,Kg. Sungai Tilong,Mukim Berakas B,Brunei-Muara,Female,27,Higher National Diploma,59,Fair,Poor,84,550,It's really hard for me to afford internet when I'm on a tight budget and can barely make ends meet.
1120,Kg. Mumong B,Mukim Kuala Belait,Belait,Male,34,Bachelor Degree,49,Good,Good,84,310,I wish I wouldn't have to rely on my neighbor's wifi just to get work done around here.
1121,Kg. Gatas,Mukim Labi,Belait,Female,41,Bachelor Degree,271,Good,Excellent,84,250,I barely go online because I'm always worried about downloading a virus or spyware onto my laptop.
1122,Kg. Pangkalan Gadong,Mukim Gadong B,Brunei-Muara,Female,47,O Level,18,Fair,Fair,24,70,I struggle to find jobs that align with my degree because I've never actually used any of those tools in real life.
1123,STKRJ Rimba,Mukim Gadong A,Brunei-Muara,Male,22,O Level,260,Good,Good,24,120,"I use free Wi-Fi whenever I can, but honestly, it's often super slow and unreliable, so I don't even bother with paid options most of the time."
1124,Kg. Petani,Mukim Pekan Tutong,Tutong,Female,64,Bachelor Degree,54,Good,Good,84,330,It's really frustrating when I'm trying to work remotely and we don't have reliable signal strength around here.
1125,Kg. Tanjong Bunut,Mukim Kilanas,Brunei-Muara,Female,46,A Level,22,Very Good,Very Good,84,110,It's frustrating for me when I need to pay more just to get decent internet speeds in rural areas where everyone else has slower connections.
1126,Kg. Mata-Mata,Mukim Gadong B,Brunei-Muara,Female,16,O Level,171,Excellent,Very Good,84,210,It's hard when the person who uses the internet at home is stuck watching old reruns because theirs has slow connectivity no matter what I do.
1127,STKRJ Lambak Kiri,Mukim Berakas A,Brunei-Muara,Male,26,O Level,282,Very Good,Good,42,140,I struggle to find decent websites for research because I don't know how to easily look past ads and find reliable sources online.
1128,Perumahan Negara Lambak Kanan Kawasan 3,Mukim Berakas B,Brunei-Muara,Male,42,National Diploma,183,Good,Fair,24,120,I avoid using data-intensive features like high-def streaming on my phone because it eats away at what little data I have left for calls and texts.
1129,Kg. Sungai Buloh,Mukim Mentiri,Brunei-Muara,Female,38,Higher National Diploma,570,Good,Good,84,120,It's frustrating when they need me to login three times and call customer service every month because of the convoluted system they have for paying my bill.
1130,Kg. Pandan B,Mukim Kuala Belait,Belait,Male,53,Bachelor Degree,183,Good,Fair,42,210,"I have to admit I'm dropping calls more often than not just in rural areas, so it's hard for me to depend on my phone as my primary internet source."
1131,Perumahan Negara Mentiri Kawasan A,Mukim Mentiri,Brunei-Muara,Male,43,National Diploma,31,Excellent,Good,42,70,Learning all the modern gadgets takes forever and is just overwhelming at times when trying to set up wifi for myself.
1132,Kg. Menengah Bangar,Mukim Bangar,Temburong,Male,31,O Level,863,Very Good,Fair,84,120,I'm tired of paying more for internet than other household bills just to get by.
1133,Kg. Katok,Mukim Gadong A,Brunei-Muara,Male,18,Bachelor Degree,149,Fair,Fair,84,110,"It's frustrating that every time I try to get some work done at home, my phone's dead from using the public Wi-Fi all day."
1134,Kg. Panchor Mentiri,Mukim Mentiri,Brunei-Muara,Male,35,Lower Secondary,254,Fair,Very Good,84,260,I'm extremely limited in how much I can afford to pay for internet every month.
1135,Kg. Lambak A,Mukim Berakas A,Brunei-Muara,Male,31,A Level,14,Very Good,Very Good,24,130,"It's just not worth it for me, having to pay so much upfront was never my idea of affordable internet."
